0,200.0000,-896.8503005370505,0.0000,0.0000,-0.0193,0.0481
1,200.0000,-1092.5814809116541,0.0000,0.0000,-0.0226,0.0815
2,200.0000,-1428.4536847977927,0.0000,0.0000,-0.0275,-0.6314
3,200.0000,-1153.734964754292,0.0000,0.0000,-0.0238,0.3460
4,200.0000,-1073.2161839476237,0.0000,0.0000,-0.0233,-0.0195
5,200.0000,-1165.8940557679498,0.0000,0.0000,-0.0251,-0.0142
6,200.0000,-1209.2250703188417,0.0000,0.0000,-0.0241,0.0022
7,200.0000,-1545.1759152463756,0.0000,0.0000,-0.0218,0.3572
8,200.0000,-1295.22383031711,0.0000,0.0000,-0.0237,0.0560
9,200.0000,-1376.4290737146546,0.0000,0.0000,-0.0232,0.1776
10,200.0000,-994.0991227103831,0.0000,0.0000,-0.0176,0.1338
11,200.0000,-1621.4852510562905,0.0000,0.0000,-0.0202,0.3803
12,200.0000,-985.0309133956628,0.0000,0.0000,-0.0182,-0.2184
13,200.0000,-1443.7310393573016,0.0000,0.0000,-0.0239,-0.0373
14,200.0000,-1345.0790671981467,0.0000,0.0000,-0.0241,0.2660
15,200.0000,-1006.610145260566,0.0000,0.0000,-0.0205,0.2486
16,200.0000,-1425.6745598703283,0.0000,0.0000,-0.0258,0.0189
17,200.0000,-1516.334425306581,0.0000,0.0000,-0.0239,-0.1284
18,200.0000,-1348.4530409939173,0.0000,0.0000,-0.0241,0.1737
19,200.0000,-1503.4206635039056,0.0000,0.0000,-0.0232,0.0825
20,200.0000,-1334.9917480736908,0.0000,0.0000,-0.0256,-0.0249
21,200.0000,-999.4710482600145,0.0000,0.0000,-0.0184,0.1374
22,200.0000,-1236.0193561258748,0.0000,0.0000,-0.0245,-0.0991
23,200.0000,-1173.7769525837336,0.0000,0.0000,-0.0258,-0.1567
24,200.0000,-1490.5806667868076,0.0000,0.0000,-0.0246,-0.2159
25,200.0000,-985.7205952743504,0.0000,0.2456,-0.3194,0.0998
26,200.0000,-1462.9483957709708,-0.0000,0.2198,-0.6389,0.3095
27,200.0000,-1178.9871984955103,-0.0000,0.1997,-1.4645,0.7826
28,200.0000,-1231.0596986109601,-0.0000,0.1741,-2.8088,0.5625
29,200.0000,-1273.4733172087624,0.0001,0.1373,-3.6044,0.7805
30,200.0000,-1342.8467256886963,0.0004,0.1093,-7.9958,1.8908
31,200.0000,-1278.758899794864,0.0006,0.0990,-8.4418,1.2531
32,200.0000,-1198.7592866531088,0.0009,0.0763,-10.9710,1.5426
33,200.0000,-1192.3896008129154,0.0008,0.0600,-13.2013,1.3160
34,200.0000,-954.9551019837172,0.0006,0.0552,-11.1394,0.0358
35,200.0000,-1084.3374517084592,-0.0000,0.0548,-9.9364,-0.0148
36,200.0000,-1023.224884460917,-0.0002,0.0562,-13.2458,0.0099
37,200.0000,-1689.2056906719815,-0.0001,0.0565,-6.2691,-0.1657
38,200.0000,-1002.6142434986004,0.0002,0.0543,-14.5219,0.5580
39,200.0000,-1081.8246387433514,0.0004,0.0574,-13.3743,-0.0461
40,200.0000,-1207.923788263339,0.0001,0.0595,-13.1865,0.2551
41,200.0000,-866.3583339945108,-0.0001,0.0549,-13.5803,-0.2123
42,200.0000,-886.6068407600895,-0.0002,0.0583,-15.5100,0.0934
43,200.0000,-1463.5911242845618,-0.0001,0.0597,-12.3631,0.2726
44,200.0000,-1049.018906456005,0.0001,0.0566,-22.5425,0.6697
45,200.0000,-878.1113323782048,0.0002,0.0516,-18.1560,-0.2220
46,200.0000,-1455.3445877429497,0.0001,0.0564,-14.4818,0.0781
47,200.0000,-941.0487317804609,-0.0000,0.0534,-21.4851,0.0715
48,200.0000,-850.4609580735205,-0.0000,0.0633,-18.9663,-0.0753
49,200.0000,-1190.125472835899,0.0001,0.0495,-19.4818,0.1694
50,200.0000,-965.1029443792822,0.0001,0.0514,-23.7718,0.3227
51,200.0000,-964.8304889626967,0.0001,0.0594,-21.3141,-0.0097
52,200.0000,-1694.6175138465767,-0.0000,0.0457,-15.6377,0.1919
53,200.0000,-1325.6138974150313,-0.0001,0.0524,-21.5315,0.1844
54,200.0000,-1340.9989714632188,-0.0001,0.0510,-22.6287,0.1442
55,200.0000,-1733.0677307621156,-0.0001,0.0582,-17.7148,-0.1506
56,200.0000,-1511.3940965154115,-0.0004,0.0586,-22.1076,0.2034
57,200.0000,-1695.73796295512,-0.0009,0.0571,-20.3933,0.3177
58,200.0000,-1628.1962398291764,-0.0014,0.0825,-23.2884,-0.2039
59,200.0000,-1457.0532879206771,-0.0023,0.0542,-22.8164,-0.0049
60,200.0000,-1624.818234632243,-0.0033,0.0387,-25.2294,0.0800
61,200.0000,-1867.3727908372427,-0.0042,0.0389,-24.2933,0.6370
62,200.0000,-1773.7422770450999,-0.0053,0.0705,-26.1114,0.4289
63,200.0000,-1527.0632543121164,-0.0066,0.0513,-27.5423,-0.1707
64,200.0000,-1551.7445035690612,-0.0076,0.0505,-30.0006,0.2809
65,200.0000,-1872.6222957052846,-0.0084,0.0616,-30.3308,0.0429
66,200.0000,-1469.5907281802372,-0.0088,0.0609,-31.2585,0.5463
67,200.0000,-1764.276194344681,-0.0093,0.0558,-33.8147,0.3921
68,200.0000,-1743.5510372493452,-0.0094,0.0350,-35.5614,0.1196
69,200.0000,-1696.7260284849817,-0.0091,0.0462,-37.3450,0.6989
70,200.0000,-1705.7102789363983,-0.0092,0.0620,-38.6061,0.3081
71,200.0000,-1748.171817395883,-0.0094,0.0379,-39.5704,0.8086
